T_ID,Departuretraine,Departure_Time,Traine_Duration_Minutes,train_Status,Distance_Miles,Travel_Purpose,Seat_Class,train_Satisfaction_Score,Delay_Minutes,No_Show,Weather_Impact
F87,Kalindi Express  ,07-01-2023 09:46,183,Delayed,827,Emergency,Economy,5.7,28,0,0
F437,Farakka Express,9/24/2024 0:11,190,On-time,905,Emergency,Premium Economy,9.8,1,0,0
F1261,Sushasan Express  ,8/17/2023 1:45,201,On-time,907,Leisure,Premium Economy,6.1,4,0,0
F736,NDLS–LKO AC SF Express  ,10/26/2024 11:16,181,On-time,1689,Emergency,First,10,13,0,1
F1947,Anand Vihar–Kamakhya Express  ,9/25/2023 1:17,187,Delayed,960,Emergency,Business,7.9,2,0,0
F1849,Katihar–Amritsar Express  ,11/20/2024 22:46,215,On-time,919,Family,Economy,4.7,7,0,0
F72,Ranikhet Express  ,7/19/2023 17:49,283,On-time,1303,Family,Premium Economy,6.6,4,0,1
F1469,Purushottam Express  ,11/21/2023 5:29,102,Delayed,1048,Leisure,Economy,9.4,2,0,0
F1616,Brahmaputra Mail  ,01-09-2024 01:07,251,On-time,1208,Family,Economy,5.6,6,0,0
F525,Sushasan Express  ,7/21/2023 14:31,190,On-time,1109,Business,Premium Economy,7.9,1,0,0
F680,NDLS–LKO AC SF Express  ,10-11-2024 17:41,208,On-time,1266,Family,Economy,8.3,14,0,0
F221,Anand Vihar–Kamakhya Express  ,05-05-2024 11:14,220,On-time,1673,Emergency,Economy,9.5,5,0,0
F849,Katihar–Amritsar Express  ,03-09-2024 15:16,209,Delayed,1139,Business,Business,9.4,3,0,0
F1644,Ranikhet Express  ,4/25/2024 19:01,231,On-time,1226,Leisure,Premium Economy,7.8,5,0,0
F1849,Purushottam Express  ,9/24/2024 18:56,221,On-time,683,Emergency,Premium Economy,6.8,0,0,0
F1654,Brahmaputra Mail  ,09-03-2024 05:31,247,On-time,868,Emergency,Economy,7.2,1,0,0
F41,Kalindi Express  ,04-11-2025 17:45,202,On-time,1512,Leisure,Economy,6.6,3,0,1
F1260,Farakka Express,05-06-2023 06:28,191,Delayed,1475,Emergency,First,6.1,7,1,0
F49,Sushasan Express  ,8/18/2024 0:46,179,On-time,715,Emergency,Premium Economy,8.1,2,0,0
F848,NDLS–LKO AC SF Express  ,07-03-2024 14:01,189,Cancelled,1004,Emergency,Economy,6.3,17,0,0
F1421,Anand Vihar–Kamakhya Express  ,9/16/2023 17:51,193,On-time,472,Family,Economy,7,13,0,0
F1392,Katihar–Amritsar Express  ,7/20/2024 7:54,108,Cancelled,583,Business,Economy,4.9,7,0,0
F930,Ranikhet Express  ,1/25/2025 15:01,34,On-time,1168,Emergency,Economy,5.4,40,0,1
F1131,Purushottam Express  ,03-06-2025 20:11,106,On-time,1219,Family,Economy,6.7,6,0,0
F1862,Brahmaputra Mail  ,09-04-2023 09:39,223,On-time,1067,Leisure,Economy,6,0,0,0
F1601,Sushasan Express  ,11/14/2024 8:24,236,Delayed,1647,Emergency,Economy,5.9,7,0,0
F555,NDLS–LKO AC SF Express  ,10/14/2024 23:38,209,On-time,1302,Emergency,Economy,6.9,14,0,1
F794,Anand Vihar–Kamakhya Express  ,08-02-2023 19:31,188,On-time,1198,Leisure,Business,5.4,3,0,0
F1249,Katihar–Amritsar Express  ,10/28/2024 2:09,145,On-time,1410,Business,Premium Economy,6.4,2,0,0
F1633,Ranikhet Express  ,05-10-2024 07:59,317,On-time,1310,Business,Premium Economy,8.6,2,0,0
F705,Purushottam Express  ,5/28/2024 13:28,83,On-time,1401,Business,Economy,8.4,9,0,0
F443,Brahmaputra Mail  ,01-03-2024 06:16,264,On-time,1050,Family,Economy,5.7,2,0,0
F1661,Kalindi Express  ,04-10-2025 19:36,152,On-time,1213,Leisure,Economy,5.5,27,0,0
F764,Farakka Express,05-08-2023 07:55,228,On-time,702,Family,Economy,8,14,0,0
F736,Sushasan Express  ,3/23/2024 11:36,272,On-time,1431,Family,Economy,6.6,4,0,0
F1780,NDLS–LKO AC SF Express  ,9/17/2023 12:38,271,On-time,1345,Emergency,Economy,5.9,9,0,0
F152,Anand Vihar–Kamakhya Express  ,3/30/2025 23:55,190,On-time,1251,Business,Business,6.3,4,0,1
F251,Katihar–Amritsar Express  ,05-05-2024 02:09,210,On-time,1303,Leisure,Economy,7.2,0,0,0
F1422,Ranikhet Express  ,12-02-2023 18:12,151,On-time,1486,Business,Business,8.2,10,0,0
F1723,Purushottam Express  ,6/30/2024 9:23,214,On-time,1241,Emergency,Premium Economy,6.5,12,0,0
F1526,Brahmaputra Mail  ,9/18/2024 3:16,203,On-time,1250,Business,Economy,5.3,39,0,0
F746,Sushasan Express  ,7/20/2023 16:12,223,On-time,1277,Emergency,Business,7.6,7,0,1
F1198,NDLS–LKO AC SF Express  ,5/20/2024 5:37,73,On-time,1315,Leisure,Economy,8,29,0,0
F1568,Anand Vihar–Kamakhya Express  ,06-06-2024 20:21,128,On-time,1136,Family,Business,7.6,22,0,1
F1276,Katihar–Amritsar Express  ,7/21/2023 5:32,177,On-time,881,Business,Economy,4.2,11,0,0
F376,Ranikhet Express  ,9/24/2023 22:10,258,On-time,1421,Family,Business,8,2,0,0
F1375,Purushottam Express  ,01-04-2025 14:43,223,Cancelled,1373,Family,Economy,7.2,44,0,0
F955,Brahmaputra Mail  ,2/21/2024 1:57,106,On-time,1082,Family,First,7.9,3,0,0
F30,Kalindi Express  ,12-08-2024 05:44,289,On-time,863,Emergency,Economy,7.6,1,0,0
F1803,Farakka Express,11/28/2024 8:35,184,On-time,1425,Family,Economy,8.4,11,0,0
F1563,Sushasan Express  ,2/17/2025 19:21,295,Delayed,1306,Business,Economy,4.3,2,0,0
F1547,NDLS–LKO AC SF Express  ,2/28/2025 14:00,262,On-time,1564,Emergency,Economy,7.7,12,1,0
F1864,Anand Vihar–Kamakhya Express  ,07-11-2023 00:00,229,On-time,1312,Family,Economy,9.4,4,0,0
F1428,Katihar–Amritsar Express  ,06-11-2023 15:56,151,On-time,1410,Leisure,Business,9.4,1,0,0
F1100,Ranikhet Express  ,12-05-2023 02:20,253,On-time,1149,Leisure,Economy,9.6,13,0,0
F1325,Purushottam Express  ,6/20/2023 11:44,78,On-time,1769,Leisure,Premium Economy,4.9,2,0,1
F431,Brahmaputra Mail  ,10/20/2024 10:55,219,On-time,1302,Leisure,Premium Economy,7.8,3,1,0
F1963,Sushasan Express  ,12/14/2023 0:21,185,On-time,1638,Emergency,Premium Economy,6.4,8,0,0
F632,NDLS–LKO AC SF Express  ,2/27/2025 9:11,141,On-time,956,Family,Economy,8.6,1,0,0
F1498,Anand Vihar–Kamakhya Express  ,01-05-2024 13:47,168,On-time,1526,Emergency,Business,7.9,2,0,0
F870,Katihar–Amritsar Express  ,07-05-2024 03:24,180,On-time,1245,Leisure,Economy,4.9,7,0,0
F1769,Ranikhet Express  ,6/21/2024 19:01,113,Delayed,838,Leisure,Premium Economy,3.9,10,0,0
F1559,Purushottam Express  ,12/26/2024 1:49,214,On-time,1369,Emergency,Economy,7.4,7,0,0
F400,Brahmaputra Mail  ,02-07-2025 15:01,236,Cancelled,1188,Family,Premium Economy,6.3,6,0,0
F439,Kalindi Express  ,9/28/2024 8:40,80,Delayed,1711,Emergency,Premium Economy,8.1,2,0,0
F1708,Farakka Express,10/14/2023 8:40,120,On-time,1600,Emergency,First,6.1,16,1,0
F1259,Sushasan Express  ,03-02-2025 08:23,226,On-time,1208,Leisure,Economy,6,20,0,0
F677,NDLS–LKO AC SF Express  ,1/19/2024 3:27,249,On-time,1152,Leisure,Economy,6.7,14,0,0
F612,Anand Vihar–Kamakhya Express  ,11/14/2023 4:12,137,On-time,1228,Business,Economy,8.3,11,0,0
F867,Katihar–Amritsar Express  ,5/17/2024 22:10,140,On-time,1303,Business,Business,4.7,3,0,1
F1084,Ranikhet Express  ,4/24/2024 9:03,251,On-time,1404,Emergency,Economy,7.8,8,0,0
F415,Purushottam Express  ,4/23/2023 17:41,130,Delayed,1122,Business,Economy,6.9,16,0,0
F807,Brahmaputra Mail  ,8/23/2024 7:31,119,On-time,1071,Emergency,Economy,9.4,4,0,0
F969,Sushasan Express  ,12-09-2023 01:55,203,On-time,1313,Emergency,Economy,5,15,0,0
F1145,NDLS–LKO AC SF Express  ,1/26/2025 22:19,174,On-time,945,Business,Economy,8.2,14,0,1
F1234,Anand Vihar–Kamakhya Express  ,07-10-2023 16:23,241,On-time,1567,Family,Economy,7,42,0,0
F322,Katihar–Amritsar Express  ,7/25/2024 17:57,103,Delayed,863,Family,Economy,8.5,6,0,0
F391,Ranikhet Express  ,02-06-2025 09:06,191,On-time,680,Emergency,First,10,8,0,0
F1248,Purushottam Express  ,12-02-2024 06:17,148,On-time,1677,Emergency,Economy,6.7,8,0,0
F777,Brahmaputra Mail  ,11-06-2023 10:48,197,Cancelled,1395,Family,Economy,8.6,31,0,0
F1407,Kalindi Express  ,5/14/2024 11:24,246,On-time,1245,Leisure,Economy,6.2,36,0,0
F363,Farakka Express,02-07-2025 11:36,161,Delayed,1358,Leisure,Premium Economy,6.3,2,0,0
F1876,Sushasan Express  ,02-02-2024 15:16,221,On-time,1278,Business,Premium Economy,9.1,14,0,0
F455,NDLS–LKO AC SF Express  ,7/16/2024 1:21,246,On-time,777,Leisure,Economy,6.7,1,0,0
F102,Anand Vihar–Kamakhya Express  ,12-08-2024 09:57,230,On-time,1316,Emergency,First,3.8,1,0,0
F1139,Katihar–Amritsar Express  ,08-03-2023 03:54,186,On-time,1283,Business,Premium Economy,7.4,10,0,0
F1398,Ranikhet Express  ,05-07-2024 16:45,262,On-time,1825,Emergency,Premium Economy,7.4,9,0,0
F402,Purushottam Express  ,9/28/2024 3:02,173,On-time,1050,Family,Economy,6.8,3,0,0
F1544,Brahmaputra Mail  ,1/22/2024 7:11,206,On-time,1632,Family,Economy,5,10,0,1
F225,Sushasan Express  ,04-12-2024 15:28,292,On-time,859,Family,Economy,6.2,22,0,0
F65,NDLS–LKO AC SF Express  ,01-07-2024 12:15,109,On-time,1099,Emergency,Economy,9.7,21,0,0
F1640,Anand Vihar–Kamakhya Express  ,10/18/2024 20:37,231,On-time,1287,Leisure,First,5.5,2,0,0
F1284,Katihar–Amritsar Express  ,12/29/2024 12:18,86,On-time,1623,Business,Business,10,3,0,0
F1795,Ranikhet Express  ,3/15/2025 13:19,207,On-time,1181,Emergency,Premium Economy,7,32,0,0
F2,Purushottam Express  ,01-05-2024 12:45,111,Cancelled,779,Leisure,Business,8.1,11,0,0
F1921,Brahmaputra Mail  ,7/24/2023 13:10,205,On-time,1082,Business,Economy,3.9,13,0,0
F1126,Kalindi Express  ,09-06-2024 12:13,225,On-time,787,Emergency,Economy,7.8,0,0,0
F1169,Farakka Express,2/28/2025 13:44,87,Delayed,811,Emergency,Economy,6.8,4,0,0
F256,Sushasan Express  ,2/21/2024 13:25,237,On-time,595,Leisure,Premium Economy,4.9,5,0,0
F1547,NDLS–LKO AC SF Express  ,06-09-2023 07:52,218,Delayed,1000,Family,Business,8.8,4,0,1
F1693,Anand Vihar–Kamakhya Express  ,06-12-2024 01:10,194,Cancelled,1253,Business,Economy,6.8,19,0,0
F1746,Katihar–Amritsar Express  ,10-04-2024 18:07,189,On-time,1091,Business,Economy,7.6,2,0,1
F1819,Ranikhet Express  ,5/24/2024 0:35,156,On-time,1353,Family,Premium Economy,6.6,13,0,0
F1801,Purushottam Express  ,4/22/2024 14:33,129,On-time,948,Business,Economy,7.2,5,0,0
F742,Brahmaputra Mail  ,4/25/2023 14:45,123,On-time,963,Business,Economy,8.4,2,0,0
F1833,Sushasan Express  ,02-01-2024 21:47,102,Delayed,1319,Emergency,Economy,6.9,2,0,0
F1556,NDLS–LKO AC SF Express  ,08-11-2024 18:12,193,On-time,1300,Emergency,Business,7.4,9,0,0
F1550,Anand Vihar–Kamakhya Express  ,12/14/2024 13:51,262,On-time,1423,Business,Economy,8.1,2,0,0
F1765,Katihar–Amritsar Express  ,1/24/2025 4:40,177,On-time,1127,Leisure,Economy,7.1,15,0,0
F437,Ranikhet Express  ,06-02-2024 10:44,173,On-time,993,Leisure,Economy,7.2,24,0,0
F1326,Purushottam Express  ,3/26/2025 1:45,189,On-time,1842,Family,Premium Economy,6.1,31,0,1
F1946,Brahmaputra Mail  ,10/27/2024 9:51,105,On-time,1320,Leisure,Premium Economy,7.2,36,0,0
F1823,Kalindi Express  ,3/29/2025 2:09,173,On-time,1126,Family,Economy,9.3,0,0,0
F767,Farakka Express,05-03-2024 04:16,184,On-time,1541,Leisure,Premium Economy,9.3,20,0,0
F1703,Sushasan Express  ,02-12-2024 04:32,299,On-time,1032,Leisure,Premium Economy,7.5,3,0,1
F1426,NDLS–LKO AC SF Express  ,6/16/2023 2:07,209,On-time,996,Leisure,Economy,8,9,0,0
F405,Anand Vihar–Kamakhya Express  ,04-01-2024 12:39,89,On-time,1458,Leisure,Premium Economy,6.2,28,0,0
F1465,Katihar–Amritsar Express  ,2/27/2024 1:35,229,On-time,1034,Family,Economy,6.2,3,1,0
F1835,Ranikhet Express  ,03-03-2024 23:40,181,Delayed,1221,Emergency,Economy,7.4,10,0,0
F882,Purushottam Express  ,05-10-2024 00:13,202,On-time,1631,Business,Economy,6.1,3,0,0
F671,Brahmaputra Mail  ,3/25/2024 4:39,226,On-time,1607,Business,Business,6.9,39,0,1
F376,Sushasan Express  ,6/20/2024 16:09,294,On-time,1466,Leisure,Economy,6.3,2,0,1
F76,NDLS–LKO AC SF Express  ,12-04-2023 05:55,150,On-time,996,Family,Business,3.4,1,0,0
F1678,Anand Vihar–Kamakhya Express  ,2/22/2024 3:10,215,Delayed,1466,Business,Premium Economy,7.6,5,0,0
F486,Katihar–Amritsar Express  ,9/21/2023 15:35,109,On-time,1123,Emergency,First,5.6,30,0,0
F590,Ranikhet Express  ,4/28/2024 21:59,172,Delayed,830,Business,Economy,6.4,10,0,0
F534,Purushottam Express  ,11/14/2023 0:04,152,Delayed,1305,Family,Premium Economy,8,26,0,0
F1,Brahmaputra Mail  ,3/30/2024 1:30,88,On-time,1161,Leisure,Business,7.7,2,0,0
F147,Kalindi Express  ,11/30/2024 14:24,164,On-time,1689,Business,Economy,6,12,0,1
F1323,Farakka Express,6/28/2023 15:25,229,On-time,779,Family,Business,8.6,0,0,1
F846,Sushasan Express  ,12-05-2023 22:03,279,On-time,1144,Business,Premium Economy,8.6,5,0,0
F792,NDLS–LKO AC SF Express  ,11-05-2024 18:53,155,On-time,1141,Family,Economy,6.4,7,0,0
F1052,Anand Vihar–Kamakhya Express  ,1/13/2024 22:19,186,On-time,904,Emergency,Premium Economy,8.8,9,0,0
F1601,Katihar–Amritsar Express  ,11-03-2023 09:59,178,On-time,518,Business,Economy,6,11,0,0
F1774,Ranikhet Express  ,08-05-2023 03:04,263,On-time,861,Family,Economy,8,6,0,0
F562,Purushottam Express  ,2/21/2024 20:42,187,On-time,666,Emergency,Premium Economy,6.9,13,0,0
F61,Brahmaputra Mail  ,5/17/2023 16:17,138,On-time,1156,Emergency,Business,4,51,0,0
F510,Sushasan Express  ,8/16/2024 7:22,269,On-time,1259,Leisure,Economy,8.3,2,0,0
F630,NDLS–LKO AC SF Express  ,9/13/2023 4:13,147,On-time,984,Leisure,Business,9.2,48,1,0
F470,Anand Vihar–Kamakhya Express  ,5/16/2024 11:36,207,On-time,960,Leisure,Economy,10,12,0,0
F1291,Katihar–Amritsar Express  ,08-01-2024 23:12,75,On-time,1398,Family,Economy,9,8,0,0
F195,Ranikhet Express  ,10-10-2023 10:12,177,On-time,1099,Leisure,Premium Economy,5,0,0,0
F719,Purushottam Express  ,10/21/2023 1:06,155,On-time,1170,Family,First,8.2,4,0,0
F1133,Brahmaputra Mail  ,5/22/2023 11:18,202,Delayed,1308,Family,First,5.1,2,0,1
F1729,Kalindi Express  ,12/28/2023 9:18,153,On-time,1100,Emergency,Economy,10,10,0,0
F323,Farakka Express,07-01-2024 15:59,105,On-time,1120,Emergency,Premium Economy,7.4,2,1,0
F460,Sushasan Express  ,1/26/2024 3:36,197,On-time,1154,Family,Premium Economy,6.7,22,0,0
F1128,NDLS–LKO AC SF Express  ,7/15/2023 12:39,202,Cancelled,1134,Emergency,Economy,4,17,0,1
F1491,Anand Vihar–Kamakhya Express  ,6/28/2024 4:06,117,On-time,924,Family,Economy,7.1,3,0,0
F239,Katihar–Amritsar Express  ,01-11-2025 07:37,279,On-time,1369,Leisure,Economy,8.7,34,0,0
F810,Ranikhet Express  ,8/18/2023 16:43,251,On-time,1152,Business,Business,9.6,16,0,0
F65,Purushottam Express  ,4/24/2023 23:39,252,On-time,1469,Leisure,Economy,7.5,9,0,1
F769,Brahmaputra Mail  ,7/19/2024 2:51,170,Delayed,904,Business,Business,7.3,0,0,0
F270,Sushasan Express  ,4/24/2024 12:09,322,On-time,812,Emergency,Economy,8.4,7,0,0
F184,NDLS–LKO AC SF Express  ,7/26/2023 3:59,229,On-time,1373,Family,Business,6.4,2,0,0
F230,Anand Vihar–Kamakhya Express  ,06-12-2023 22:56,120,On-time,1132,Business,Economy,2.3,20,0,1
F500,Katihar–Amritsar Express  ,9/17/2024 7:41,99,Delayed,861,Emergency,Premium Economy,8.6,4,0,1
F1873,Ranikhet Express  ,3/14/2025 19:04,113,Delayed,1758,Leisure,Economy,8,1,0,0
F822,Purushottam Express  ,5/27/2023 2:03,155,On-time,693,Emergency,Economy,9,22,0,0
F1022,Brahmaputra Mail  ,05-11-2024 11:54,197,Delayed,1125,Emergency,Economy,8,2,0,0
F1446,Kalindi Express  ,12/28/2024 22:16,132,On-time,1338,Family,Business,6.2,6,0,0
F965,Farakka Express,2/14/2025 14:35,23,On-time,684,Family,Economy,8.9,17,0,0
F558,Sushasan Express  ,08-09-2024 14:09,53,On-time,1396,Business,Economy,2.5,13,0,0
F150,NDLS–LKO AC SF Express  ,4/22/2025 1:47,187,On-time,876,Business,Business,4.8,5,0,0
F590,Anand Vihar–Kamakhya Express  ,1/31/2024 21:36,235,On-time,1780,Family,Business,7.7,13,0,0
F1389,Katihar–Amritsar Express  ,04-03-2024 05:10,75,On-time,836,Emergency,Business,6.2,17,0,0
F939,Ranikhet Express  ,04-12-2024 15:19,250,On-time,918,Emergency,Premium Economy,5,20,0,0
F565,Purushottam Express  ,8/24/2024 20:00,225,On-time,1496,Emergency,Economy,7.7,2,0,0
F1473,Brahmaputra Mail  ,9/23/2024 13:24,174,On-time,1110,Family,Economy,5.7,28,0,0
F328,Sushasan Express  ,04-11-2025 19:51,95,On-time,1946,Business,Economy,5.3,8,0,0
F935,NDLS–LKO AC SF Express  ,8/20/2024 13:03,195,On-time,1605,Emergency,Economy,7.7,16,0,0
F1362,Anand Vihar–Kamakhya Express  ,1/29/2025 22:00,203,On-time,1485,Business,Economy,6.5,2,0,0
F1248,Katihar–Amritsar Express  ,5/30/2023 3:44,91,On-time,1419,Business,Premium Economy,6.6,18,0,0
F133,Ranikhet Express  ,03-01-2025 22:38,193,On-time,1319,Business,Economy,5.6,0,0,0
F628,Purushottam Express  ,1/14/2024 16:21,358,On-time,636,Family,Economy,6.2,3,0,0
F1737,Brahmaputra Mail  ,08-03-2024 03:18,113,On-time,727,Leisure,First,5.8,5,0,0
F1065,Kalindi Express  ,02-02-2024 04:26,92,On-time,1283,Family,Economy,8.4,5,0,0
F627,Farakka Express,6/18/2024 10:38,118,On-time,1416,Emergency,Economy,8.7,4,0,1
F1279,Sushasan Express  ,09-03-2024 13:48,251,On-time,1238,Family,Business,4.3,16,0,0
F547,NDLS–LKO AC SF Express  ,1/29/2024 19:04,264,On-time,1472,Family,Economy,8.9,1,0,0
F1756,Anand Vihar–Kamakhya Express  ,02-10-2024 03:37,184,On-time,1000,Family,Premium Economy,6.9,5,0,0
F1416,Katihar–Amritsar Express  ,06-05-2023 23:06,148,Delayed,950,Emergency,Economy,8.3,12,0,0
F1100,Ranikhet Express  ,4/20/2024 19:04,198,On-time,1117,Family,Premium Economy,7.9,5,0,0
F1652,Purushottam Express  ,05-02-2023 22:59,276,On-time,1524,Leisure,Economy,4.6,11,0,0
F162,Brahmaputra Mail  ,8/15/2023 18:05,147,On-time,1349,Business,First,6.3,6,0,0
F1653,Sushasan Express  ,9/18/2023 5:32,174,On-time,1441,Emergency,Premium Economy,7.7,10,0,0
F1201,NDLS–LKO AC SF Express  ,8/18/2024 20:46,229,On-time,1482,Emergency,Business,9.7,6,0,1
F1496,Anand Vihar–Kamakhya Express  ,03-06-2025 04:49,169,On-time,1164,Leisure,Economy,6.7,4,0,0
F1937,Katihar–Amritsar Express  ,07-02-2024 09:46,229,On-time,1590,Leisure,Economy,6.4,20,0,0
F1790,Ranikhet Express  ,11/27/2023 14:19,109,Delayed,1279,Emergency,Premium Economy,8.6,0,0,0
F101,Purushottam Express  ,3/16/2024 4:53,235,Cancelled,1792,Leisure,Economy,7.4,1,0,0
F766,Brahmaputra Mail  ,9/28/2024 22:55,90,Delayed,1312,Family,Premium Economy,7.2,1,0,0
F635,Kalindi Express  ,07-10-2024 10:51,233,Cancelled,1455,Leisure,Economy,8.4,5,0,0
F812,Farakka Express,5/15/2023 23:16,150,On-time,1590,Business,Economy,7.6,0,0,0
F897,Sushasan Express  ,6/23/2024 23:51,51,Delayed,1527,Emergency,Economy,6.9,13,0,0
F1358,NDLS–LKO AC SF Express  ,8/20/2023 8:02,195,On-time,1950,Business,Economy,6.5,13,0,0
F289,Anand Vihar–Kamakhya Express  ,1/13/2025 19:36,247,Delayed,1528,Business,Economy,7.7,15,0,1
F1485,Katihar–Amritsar Express  ,12-08-2024 02:16,127,On-time,1077,Family,Premium Economy,7.5,29,0,0
F443,Ranikhet Express  ,8/23/2024 6:32,127,Delayed,1332,Leisure,Economy,8,3,0,0
F752,Purushottam Express  ,10/27/2024 18:28,246,On-time,1355,Family,Economy,6.5,12,0,0
F661,Brahmaputra Mail  ,4/19/2025 23:15,191,On-time,1052,Family,Economy,7,9,0,0
F1182,Sushasan Express  ,1/22/2024 13:33,304,Cancelled,1283,Business,Economy,6.6,14,0,0
F1048,NDLS–LKO AC SF Express  ,07-12-2023 01:03,210,On-time,1427,Family,Premium Economy,8.4,1,0,0
F608,Anand Vihar–Kamakhya Express  ,1/17/2025 5:48,270,On-time,1209,Leisure,Economy,8.8,2,0,0
F1346,Katihar–Amritsar Express  ,5/14/2024 4:45,253,On-time,1376,Leisure,Economy,6.5,0,0,0
F621,Ranikhet Express  ,8/16/2023 22:56,222,On-time,1019,Business,First,6.3,1,0,0
F1753,Purushottam Express  ,12-07-2024 22:13,216,On-time,1589,Leisure,Premium Economy,5.2,35,0,0
F1424,Brahmaputra Mail  ,10-08-2023 15:49,244,On-time,1313,Emergency,Business,5.2,30,0,0
F1414,Kalindi Express  ,3/17/2025 4:45,228,On-time,954,Emergency,Economy,4.8,19,0,0
F939,Farakka Express,5/17/2024 21:21,163,On-time,1214,Emergency,Business,8.1,1,0,1
F1388,Sushasan Express  ,09-09-2023 19:19,105,On-time,1543,Family,Economy,9.7,16,0,0
F522,NDLS–LKO AC SF Express  ,1/14/2025 12:30,171,On-time,1015,Emergency,Economy,6.9,0,0,1
F1821,Anand Vihar–Kamakhya Express  ,04-07-2024 13:31,61,On-time,1201,Leisure,First,7.8,13,0,1
F1044,Katihar–Amritsar Express  ,12/22/2024 14:18,173,On-time,411,Leisure,Economy,6.9,1,0,1
F1332,Ranikhet Express  ,5/24/2023 20:52,201,On-time,1385,Emergency,Premium Economy,8.5,2,0,0
F92,Purushottam Express  ,03-11-2024 16:31,176,Delayed,942,Leisure,Premium Economy,6.5,4,0,0
F671,Brahmaputra Mail  ,2/26/2024 11:46,229,Delayed,1167,Business,Economy,6,2,0,0
F300,Sushasan Express  ,1/24/2025 16:46,131,On-time,859,Business,Business,6.6,10,0,0
F1767,NDLS–LKO AC SF Express  ,11/16/2024 10:59,87,On-time,1640,Emergency,Premium Economy,3.9,9,0,0
F1594,Anand Vihar–Kamakhya Express  ,4/28/2024 7:57,202,On-time,1553,Business,Economy,6.7,11,0,0
F1863,Katihar–Amritsar Express  ,7/29/2023 18:15,155,On-time,1129,Leisure,Economy,8.5,9,0,0
F1186,Ranikhet Express  ,10-04-2024 02:08,240,On-time,992,Business,Economy,7,5,0,0
F1040,Purushottam Express  ,6/24/2023 9:46,161,On-time,1085,Business,Economy,5.6,0,0,0
F1879,Brahmaputra Mail  ,5/29/2024 16:36,183,Delayed,672,Leisure,Business,7.5,3,0,0
F1655,Kalindi Express  ,6/27/2023 15:21,221,On-time,1056,Family,Economy,5.1,15,0,0
F147,Farakka Express,10/14/2023 2:20,123,On-time,1311,Family,Economy,7.6,5,0,0
F704,Sushasan Express  ,3/30/2024 9:25,171,On-time,1385,Family,Premium Economy,7.9,13,0,0
F1574,NDLS–LKO AC SF Express  ,7/29/2024 7:39,256,On-time,929,Emergency,Economy,4.4,4,0,1
F1054,Anand Vihar–Kamakhya Express  ,7/28/2023 2:29,147,On-time,1318,Business,Economy,6.2,5,0,0
F1562,Katihar–Amritsar Express  ,08-02-2023 16:17,173,On-time,1439,Business,Economy,8.7,8,0,0
F1534,Ranikhet Express  ,11/20/2024 10:02,200,On-time,1318,Family,Business,8.8,18,0,0
F952,Purushottam Express  ,01-03-2025 17:49,174,On-time,981,Emergency,Business,6.8,6,0,0
F97,Brahmaputra Mail  ,4/27/2023 13:04,247,On-time,1255,Emergency,Premium Economy,6.6,31,0,0
F1618,Sushasan Express  ,07-07-2024 11:05,40,On-time,1014,Business,Economy,8,31,0,0
F196,NDLS–LKO AC SF Express  ,6/13/2024 22:20,244,On-time,1102,Family,Business,7.7,5,0,0
F1494,Anand Vihar–Kamakhya Express  ,11/18/2023 2:13,164,Delayed,1618,Business,Economy,8.2,4,0,0
F1667,Katihar–Amritsar Express  ,10-04-2024 16:23,196,On-time,1316,Business,Economy,5.1,2,0,0
F272,Ranikhet Express  ,5/18/2024 14:34,52,On-time,1463,Family,Economy,8.1,5,0,0
F1981,Purushottam Express  ,8/25/2023 17:54,305,On-time,1601,Leisure,Economy,8.5,4,0,0
